bare	accented	translations_en	translations_de	gender	partner	animate	indeclinable	sg_only	pl_only	sg_nom	sg_gen	sg_dat	sg_acc	sg_inst	sg_prep	pl_nom	pl_gen	pl_dat	pl_acc	pl_inst	pl_prep
аудитория	аудито'рия	lecture-hall, lecture-room, audience	Auditorium, Zuhörerschaft, Zuhörer; Unterrichtsraum, Seminarium, Hörsaal	f		0	0	0	0	аудито'рия	аудито'рии	аудито'рии	аудито'рию	аудито'рией,  аудито'риею	аудито'рии	аудито'рии	аудито'рий	аудито'риям	аудито'рии	аудито'риями	аудито'риях
композитор	компози'тор	composer	Komponist	m		1	0	0	0	компози'тор	компози'тора	компози'тору	компози'тора	компози'тором	компози'торе	компози'торы	компози'торов	компози'торам	компози'торов	компози'торами	компози'торах
лавина	лави'на	avalanche, snow-slip	Lawine	f		0	0	0	0	лави'на	лави'ны	лави'не	лави'ну	лави'ной, лави'ною	лави'не	лави'ны	лави'н	лави'нам	лави'ны	лави'нами	лави'нах
грусть	грусть	melancholy, sadness	Traurigkeit, Schwermut	f		0	0	1	0	гру'сть	гру'сти	гру'сти	гру'сть	гру'стью	гру'сти
даба	даба'		Daba	f		0	0	0	0	даба'	дабы'	дабе'	дабу'	дабо'й, дабо'ю	дабе'	*дабы'	*да'б	*даба'м	*дабы'	*даба'ми	*даба'х
держава	держа'ва	state, power, orb	Macht, Staat	f		0	0	0	0	держа'ва	держа'вы	держа'ве	держа'ву	держа'вой, держа'вою	держа'ве	держа'вы	держа'в	держа'вам	держа'в	держа'вами	держа'вах
чушь	чушь	nonsense, rubbish	Unsinn, dummes Zeug, Quatsch			0	0	1	0	чу'шь	чу'ши	чу'ши	чу'шь	чу'шью	чу'ши
мат	мат	checkmate, mate, mat, floor-mat	Matt	m		0	0	0	0	ма'т	ма'та	ма'ту	ма'т	ма'том	ма'те	ма'ты	ма'тов	ма'там	ма'ты	ма'тами	ма'тах
Канада	Кана'да	Canada	Kanada	f			0	1	0	Кана'да	Кана'ды	Кана'де	Кана'ду	Кана'дой, Кана'дою	Кана'де
тренер	тре'нер	trainer, coach	Trainer	m		1	0	0	0	тре'нер	тре'нера	тре'неру	тре'нера	тре'нером	тре'нере	тре'неры	тре'неров	тре'нерам	тре'неров	тре'нерами	тре'нерах
овощ	о'вощ	vegetable	Gemüse	m		0	0	0	0	о'вощ	о'воща	о'вощу	о'вощ	о'вощем	о'воще	о'вощи	овоще'й	овоща'м	о'вощи	овоща'ми	овоща'х
комсомол	комсомо'л	Komsomol, Young Communist League	Konsomol	m		0	0	0	0	комсомо'л	комсомо'ла	комсомо'лу	комсомо'л	комсомо'лом	комсомо'ле	комсомо'лы	комсомо'лов	комсомо'лам	комсомо'лы	комсомо'лами	комсомо'лах
цикл	цикл	cycle	Zyklus, Reihe, Folge	m		0	0	0	0	ци'кл	ци'кла	ци'клу	ци'кл	ци'клом	ци'кле	ци'клы	ци'клов	ци'клам	ци'клы	ци'клами	ци'клах
парнишка	парни'шка	lad, boy	Junge	m		1	0	0	0	парни'шка	парни'шки	парни'шке	парни'шку	парни'шкой, парни'шкою	парни'шке	парни'шки	парни'шек	парни'шкам	парни'шки	парни'шками	парни'шках
медсестра	медсестра'	nurse	Krankenschwester	f	медбрат	1	0	0	0	медсестра'	медсестры'	медсестре'	медсестру'	медсестро'й, медсестро'ю	медсестре'	медсёстры	медсестёр	медсёстрам	медсестёр	медсёстрами	медсёстрах
экземпляр	экземпля'р	copy, specimen	Exemplar	m		0	0	0	0	экземпля'р	экземпля'ра	экземпля'ру	экземпля'р	экземпля'ром	экземпля'ре	экземпля'ры	экземпля'ров	экземпля'рам	экземпля'ры	экземпля'рами	экземпля'рах
язва	я'зва	ulcer, sore, evil, pest, viper	Geschwür, Wunde	f		0	0	0	0	я'зва	я'звы	я'зве	я'зву	я'звой, я'звою	я'зве	я'звы	я'зв	я'звам	я'звы	я'звами	я'звах
плена	плена'		Haut, Häutchen, Membran			0	0	0	0	плена'	плены'	плене'	плену'	плено'й, плено'ю	плене'	плены'	пле'н	плена'м	плены'	плена'ми	плена'х
постройка	постро'йка	building, erection, construction	Bauwerk, Bau, Bebauung, Errichtung	f		0	0	0	0	постро'йка	постро'йки	постро'йке	постро'йку	постро'йкой, постро'йкою	постро'йке	постро'йки	постро'ек	постро'йкам	постро'йки	постро'йками	постро'йках
лорд	лорд	lord	Lord	m		1	0	0	0	ло'рд	ло'рда	ло'рду	ло'рда	ло'рдом	ло'рде	ло'рды	ло'рдов	ло'рдам	ло'рдов	ло'рдами	ло'рдах
ирония	иро'ния	irony	Ironie	f		0	0	0	0	иро'ния	иро'нии	иро'нии	иро'нию	иро'нией, иро'ниею	иро'нии	иро'нии	иро'ний	иро'ниям	иро'нии	иро'ниями	иро'ниях
заряд	заря'д	charge, fund, supply	Ladung	m		0	0	0	0	заря'д	заря'да	заря'ду	заря'д	заря'дом	заря'де	заря'ды	заря'дов	заря'дам	заря'ды	заря'дами	заря'дах
церемония	церемо'ния	ceremony	Zeremonie	f		0	0	0	0	церемо'ния	церемо'нии	церемо'нии	церемо'нию	церемо'нией, церемо'ниею	церемо'нии	церемо'нии	церемо'ний	церемо'ниям	церемо'нии	церемо'ниями	церемо'ниях
плат	плат		Tuch, großes Stück Stoff			0	0	0	0	пла'т	пла'та	пла'ту	пла'т	пла'том	пла'те	пла'ты	пла'тов	пла'там	пла'ты	пла'тами	пла'тах
урожай	урожа'й	harvest, yield, crop, abundance, a bumper crop	Ernte, Ernteertrag, Ertrag	m		0	0	0	0	урожа'й	урожа'я	урожа'ю	урожа'й	урожа'ем	урожа'е	урожа'и	урожа'ев	урожа'ям	урожа'и	урожа'ями	урожа'ях
стадия	ста'дия	stage	Stadium, Phase	f		0	0	0	0	ста'дия	ста'дии	ста'дии	ста'дию	ста'дией, ста'диею	ста'дии	ста'дии	ста'дий	ста'диям	ста'дии	ста'диями	ста'диях
профиль	про'филь	profile, sideview, section, the lie of the land, type	Seitenansicht, Fach, Spezialisierung	m		0	0	0	0	про'филь	про'филя	про'филю	про'филь	про'филем	про'филе	про'фили	про'филей	про'филям	про'фили	про'филями	про'филях
задница	за'дница	ass	Hintern, Arsch, Po	f		0	0	0	0	за'дница	за'дницы	за'днице	за'дницу	за'дницей, за'дницею	за'днице	за'дницы	за'дниц	за'дницам	за'дницы	за'дницами	за'дницах
мерзавец	мерза'вец	villain, scoundrel	Schuft, Schurke, Aas, Luder	m	мерзавка	1	0	0	0	мерза'вец	мерза'вца	мерза'вцу	мерза'вца	мерза'вцем	мерза'вце	мерза'вцы	мерза'вцев	мерза'вцам	мерза'вцев	мерза'вцами	мерза'вцах
кашель	ка'шель	cough	Husten	m		0	0	0	0	ка'шель	ка'шля	ка'шлю	ка'шель	ка'шлем	ка'шле	ка'шли	ка'шлей	ка'шлям	ка'шли	ка'шлями	ка'шлях
гарантия	гара'нтия	guarantee	Garantie	f		0	0	0	0	гара'нтия	гара'нтии	гара'нтии	гара'нтию	гара'нтией, гара'нтиею	гара'нтии	гара'нтии	гара'нтий	гара'нтиям	гара'нтии	гара'нтиями	гара'нтиях
нить	нить	thread, filament, suture	Faden	f		0	0	0	0	ни'ть	ни'ти	ни'ти	ни'ть	ни'тью	ни'ти	ни'ти	ни'тей	ни'тям	ни'ти	ни'тями	ни'тях
сокращение	сокраще'ние	shortening, abridgement, cutting down, curtailment, reduction, cut-back; abbreviation	Verkürzung, Kürzung, Verringerung, Reduzierung, Entlassung, Kündigung, Abkürzung, Abbreviatur	n		0	0	0	0	сокраще'ние	сокраще'ния	сокраще'нию	сокраще'ние	сокраще'нием	сокраще'нии	сокраще'ния	сокраще'ний	сокраще'ниям	сокраще'ния	сокраще'ниями	сокраще'ниях
объединение	объедине'ние	unification, amalgamation, joining up, union, society, association	Vereinigung, Zusammenschluß	n		0	0	0	0	объедине'ние	объедине'ния	объедине'нию	объедине'ние	объедине'нием	объедине'нии	объедине'ния	объедине'ний	объедине'ниям	объедине'ния	объедине'ниями	объедине'ниях
восприятие	восприя'тие	perception	Wahrnehmung, Empfinden, Auffassung	n		0	0	0	0	восприя'тие	восприя'тия	восприя'тию	восприя'тие	восприя'тием	восприя'тии	восприя'тия	восприя'тий	восприя'тиям	восприя'тия	восприя'тиями	восприя'тиях
чаша	ча'ша	cup, bowl, chalice	Schale, Schüssel; Kelch, Becher	f		0	0	0	0	ча'ша	ча'ши	ча'ше	ча'шу	ча'шей, ча'шею	ча'ше	ча'ши	ча'ш	ча'шам	ча'ши	ча'шами	ча'шах
персонаж	персона'ж	character, personage	handelnde Person, Held; unangenehme Person	m		1	0	0	0	персона'ж	персона'жа	персона'жу	персона'жа	персона'жем	персона'же	персона'жи	персона'жей	персона'жам	персона'жей	персона'жами	персона'жах
